,Tweets,Happiness,Anger,Fear,Sadness,Disgust,Sentiment
2463,gravitational reveal fast universe expanding,0.2,0.2,0.2,0.2,0.2,Neutral
2464,new particle,0.2,0.2,0.2,0.2,0.2,Neutral
2465,relax socialize,0.000001,0.000000,0.000000,0.000000,0.000000,Happiness
2466,were thrilled newly designed launched,1.005000,0.302500,0.537500,0.295000,0.270000,Happiness
2467,machinelearning help make higher much quickly,0.2,0.2,0.2,0.2,0.2,Neutral
2468,new math positioning early embryonic limbs grow,0.2,0.2,0.2,0.2,0.2,Neutral
2469,lightcontrolled switch sturdy soft,0.057969,0.017969,0.018281,0.019531,0.016875,Happiness
2470,named dean,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2471,see publicly sited art green gal,0.009756,0.004473,0.004111,0.004814,0.004316,Happiness
2472,incoming student medical due july,0.2,0.2,0.2,0.2,0.2,Neutral
2473,doctoral parrish environmental,0.000334,0.000214,0.000333,0.000215,0.000172,Happiness
2474,mit undergraduate cut,0.069375,0.175625,0.190625,0.159375,0.154375,Fear
2475,engage analytic better discerning true false,0.2,0.2,0.2,0.2,0.2,Neutral
2476,open june,0.2,0.2,0.2,0.2,0.2,Neutral
2477,reveal deep interior,0.2,0.2,0.2,0.2,0.2,Neutral
2478,rely data medical,0.2,0.2,0.2,0.2,0.2,Neutral
2479,taming,0.2,0.2,0.2,0.2,0.2,Neutral
2480,automating speed,0.2,0.2,0.2,0.2,0.2,Neutral
2481,end successful womens rigorous fourweek,0.133750,0.035625,0.050937,0.038125,0.034375,Happiness
2482,happy,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2483,good communityserv brought grow strategically,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2484,folding cutting thin enable microchipbased optical,0.034688,0.087813,0.095312,0.079687,0.077188,Fear
2485,first neutrinos cosmic,0.2,0.2,0.2,0.2,0.2,Neutral
2486,scholar lisa examines satellites aerial changed,0.027734,0.010234,0.010000,0.009922,0.008516,Happiness
2487,giant ago joins neil armstrong first,0.2,0.2,0.2,0.2,0.2,Neutral
2488,economics chinas urban,0.2,0.2,0.2,0.2,0.2,Neutral
2489,fight pressing american writes voxdotcom powerful new,0.182609,0.463750,0.388008,0.346000,0.269773,Anger
2490,welcome new explore favorite,0.2,0.2,0.2,0.2,0.2,Neutral
2491,new womens girls empowerment,0.920000,0.390000,0.407500,0.435000,0.337500,Happiness
2492,allows experiencing desired,0.2,0.2,0.2,0.2,0.2,Neutral
2493,there deep surface tell,0.2,0.2,0.2,0.2,0.2,Neutral
2494,first devouring,0.2,0.2,0.2,0.2,0.2,Neutral
2495,explores sharing mutual shifted individual,0.2,0.2,0.2,0.2,0.2,Neutral
2496,there endless asking big meaning,0.2,0.2,0.2,0.2,0.2,Neutral
2497,named first principal,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2498,tackling ultimate set first,0.2,0.2,0.2,0.2,0.2,Neutral
2499,finds climate,0.2,0.2,0.2,0.2,0.2,Neutral
2500,einstein right,0.2,0.2,0.2,0.2,0.2,Neutral
2501,lateinlife,0.2,0.2,0.2,0.2,0.2,Neutral
2502,keep latest,0.2,0.2,0.2,0.2,0.2,Neutral
2503,leading organizational becoming important modern,0.2,0.2,0.2,0.2,0.2,Neutral
2504,delivered remarkable commencement,0.2,0.2,0.2,0.2,0.2,Neutral
2505,hard actually work process little writing,0.025781,0.034688,0.034531,0.027344,0.021875,Anger
2506,leading arinnovationhub sm makes good made,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2507,newman pioneering solar,0.2,0.2,0.2,0.2,0.2,Neutral
2508,new improve therapeutic,0.000012,0.000004,0.000004,0.000004,0.000003,Happiness
2509,happy learn,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2510,i methodological alberto,0.2,0.2,0.2,0.2,0.2,Neutral
2511,alumnus saw hindenburg collaborates explore,0.2,0.2,0.2,0.2,0.2,Neutral
2512,novel analyze massive need powerhungry,0.2,0.2,0.2,0.2,0.2,Neutral
2513,economic participating,0.2,0.2,0.2,0.2,0.2,Neutral
2514,new tuned weight,0.375000,0.146250,0.141250,0.168750,0.141250,Happiness
2515,launched first moon propelled soft,0.028984,0.008984,0.009141,0.009766,0.008438,Happiness
2516,surefire develop good,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2517,used monitor elderly relative falls,0.020625,0.011797,0.013359,0.011719,0.009766,Happiness
2518,magnetic someday crawl inside,0.2,0.2,0.2,0.2,0.2,Neutral
2519,molecular greatly improve,0.000006,0.000002,0.000002,0.000002,0.000002,Happiness
2520,atomic goes wrong,0.2,0.2,0.2,0.2,0.2,Neutral
2521,give immune,0.2,0.2,0.2,0.2,0.2,Neutral
2522,wed,0.2,0.2,0.2,0.2,0.2,Neutral
2523,discovering hidden flint,0.2,0.2,0.2,0.2,0.2,Neutral
2524,considered successful,0.066875,0.017812,0.025469,0.019062,0.017188,Happiness
2525,probiotic diagnose prevent,0.2,0.2,0.2,0.2,0.2,Neutral
2526,lowpower allow small honeybee flying,0.2,0.2,0.2,0.2,0.2,Neutral
2527,left less kilos actually reaching,0.2,0.2,0.2,0.2,0.2,Neutral
2528,looks mysterious cant surrounding fluid,0.2,0.2,0.2,0.2,0.2,Neutral
2529,machinelearning help make higher much quickly,0.2,0.2,0.2,0.2,0.2,Neutral
2530,develop triple survival,0.2,0.2,0.2,0.2,0.2,Neutral
2531,developing fundamental neurodevelopment yielded poten,0.2,0.2,0.2,0.2,0.2,Neutral
2532,latest editing tool able correct even single genetic,0.197500,0.166250,0.168750,0.151250,0.153750,Happiness
2533,using wireless vital,0.2,0.2,0.2,0.2,0.2,Neutral
2534,wins congressional analyzing,0.002134,0.000659,0.000659,0.000645,0.000571,Happiness
2535,gravitational reveal fast universe expanding,0.2,0.2,0.2,0.2,0.2,Neutral
2536,build smart,0.2,0.2,0.2,0.2,0.2,Neutral
2537,explains,0.2,0.2,0.2,0.2,0.2,Neutral
2538,new helps explain strong stronger get,0.013750,0.006172,0.006445,0.004727,0.004570,Happiness
2539,studying ongoing flint p,0.2,0.2,0.2,0.2,0.2,Neutral
2540,working promote mitreact jpalglobal,0.2,0.2,0.2,0.2,0.2,Neutral
2541,microbial,0.2,0.2,0.2,0.2,0.2,Neutral
2542,galvanized fukushima daiichi nuclear phd envisions future safe,0.064375,0.015938,0.021250,0.017031,0.016094,Happiness
2543,configure work,0.2,0.2,0.2,0.2,0.2,Neutral
2544,wear exoskeleton entire getting tired,0.2,0.2,0.2,0.2,0.2,Neutral
2545,leak quickly go drip soft,0.014492,0.004492,0.004570,0.004883,0.004219,Happiness
2546,happy middle e,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2547,new aims saudi arabia develop progressive,0.905000,0.280000,0.352500,0.280000,0.265000,Happiness
2548,initiative highlighting female,0.2,0.2,0.2,0.2,0.2,Neutral
2549,given video musical deeplearning make individual,0.133125,0.050937,0.041250,0.055938,0.038125,Happiness
2550,greeted bust known dress,1.272500,0.461250,0.496250,0.450000,0.425000,Happiness
2551,mit run deep navys top,0.2,0.2,0.2,0.2,0.2,Neutral
2552,installed new building tuned unveiling,0.094565,0.037168,0.035996,0.042769,0.035923,Happiness
2553,is agile right kristinederry know ready,0.2,0.2,0.2,0.2,0.2,Neutral
2554,monday birks classic performed,0.2,0.2,0.2,0.2,0.2,Neutral
2555,carried cellular help t destroy,0.565000,1.810000,1.605000,1.595000,1.175000,Anger
2556,want seeing relying much,0.2,0.2,0.2,0.2,0.2,Neutral
2557,kirigamiinspired light nanoscale,0.2,0.2,0.2,0.2,0.2,Neutral
2558,historic create surrounding,0.2,0.2,0.2,0.2,0.2,Neutral
2559,new used develop remotely controlled biomedical,0.2,0.2,0.2,0.2,0.2,Neutral
2560,high nyovanie alter daily nightly schedules accommodate frequent,0.2,0.2,0.2,0.2,0.2,Neutral
2561,archives pioneering,0.2,0.2,0.2,0.2,0.2,Neutral
2562,muchneeded,0.2,0.2,0.2,0.2,0.2,Neutral
2563,phd fastcodesigns defending,0.2,0.2,0.2,0.2,0.2,Neutral
2564,new less,0.2,0.2,0.2,0.2,0.2,Neutral
2565,automating speed,0.2,0.2,0.2,0.2,0.2,Neutral
2566,teaching move,0.2,0.2,0.2,0.2,0.2,Neutral
2567,incoming firstyear malik george double attending,0.2,0.2,0.2,0.2,0.2,Neutral
2568,paige lgo recently volunteered young pursue high,0.000908,0.000413,0.000457,0.000430,0.000322,Happiness
2569,favorite liked,0.2,0.2,0.2,0.2,0.2,Neutral
2570,cant,0.2,0.2,0.2,0.2,0.2,Neutral
2571,cheetah robot rough littered debris,0.180000,0.278750,0.250000,0.216250,0.173750,Anger
2572,uses ultrafast hopping protect intercepted,0.2,0.2,0.2,0.2,0.2,Neutral
2573,commemorate adoption happy,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2574,universalhub amazing sailing,0.2,0.2,0.2,0.2,0.2,Neutral
2575,keeping fresh,0.2,0.2,0.2,0.2,0.2,Neutral
2576,creating new develop tasty wired,0.2,0.2,0.2,0.2,0.2,Neutral
2577,productive first larry know good,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2578,historian private,0.2,0.2,0.2,0.2,0.2,Neutral
2579,siqi chinas much,0.2,0.2,0.2,0.2,0.2,Neutral
2580,new first human,0.2,0.2,0.2,0.2,0.2,Neutral
2581,change firstyear proposed inventive improve first,0.000003,0.000001,0.000001,0.000001,0.000001,Happiness
2582,are obsessed elated win utterly come,0.983033,0.305165,0.292665,0.297661,0.280143,Happiness
2583,reas banking provides new back plasma,0.2,0.2,0.2,0.2,0.2,Neutral
2584,babbinox eastern tropical follow mitsoc,0.2,0.2,0.2,0.2,0.2,Neutral
2585,developed new coating adds natural,0.006328,0.002695,0.002891,0.002754,0.002617,Happiness
2586,evaporating cooling prototype installed central,0.2,0.2,0.2,0.2,0.2,Neutral
2587,personalized deep learning equips,0.003193,0.002188,0.002188,0.002197,0.001943,Happiness
2588,piano better,0.2,0.2,0.2,0.2,0.2,Neutral
2589,ten misti experiences abroad mistis first,0.2,0.2,0.2,0.2,0.2,Neutral
2590,new enable remote control sensing medical,0.2,0.2,0.2,0.2,0.2,Neutral
2591,solves global due july coastal,0.2,0.2,0.2,0.2,0.2,Neutral
2592,taking unmanned sensing make final,0.2,0.2,0.2,0.2,0.2,Neutral
2593,neural modulate,0.2,0.2,0.2,0.2,0.2,Neutral
2594,meech phd raced unexpected,0.2,0.2,0.2,0.2,0.2,Neutral
2595,notion large medicare go futile,0.2,0.2,0.2,0.2,0.2,Neutral
2596,straight named worlds,0.022891,0.012500,0.013750,0.014297,0.012031,Happiness
2597,listen lightning mit unconference including suzanne frey,0.965000,0.955000,1.455000,0.755000,0.595000,Fear
2598,january helped repair damaged villalba puerto,0.2,0.2,0.2,0.2,0.2,Neutral
2599,launches local interested,0.006211,0.002773,0.002910,0.002715,0.002539,Happiness
2600,secrets reveal,0.2,0.2,0.2,0.2,0.2,Neutral
2601,lew mit,0.2,0.2,0.2,0.2,0.2,Neutral
2602,double,0.2,0.2,0.2,0.2,0.2,Neutral
2603,academic,0.2,0.2,0.2,0.2,0.2,Neutral
2604,here big keep realizing potential,0.2,0.2,0.2,0.2,0.2,Neutral
2605,presenting engageme personalized learning led affective computing oggi rudovic,0.003701,0.001549,0.001615,0.001611,0.001377,Happiness
2606,likely outcome rest,0.2,0.2,0.2,0.2,0.2,Neutral
2607,create good good,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2608,lowcost prosthetic natural,0.003164,0.001348,0.001445,0.001377,0.001309,Happiness
2609,improve,0.000002,0.000000,0.000001,0.000000,0.000000,Happiness
2610,explores probable outcomes ethical living warming,0.2,0.2,0.2,0.2,0.2,Neutral
2611,recognize relive favorite see highlight,0.2,0.2,0.2,0.2,0.2,Neutral
2612,furniture mit tackled,0.2,0.2,0.2,0.2,0.2,Neutral
2613,latest mits mechanical coolest ever seen,0.2,0.2,0.2,0.2,0.2,Neutral
2614,succeed chen,0.2,0.2,0.2,0.2,0.2,Neutral
2615,decode gives living,0.2,0.2,0.2,0.2,0.2,Neutral
2616,novel analyze massive need powerhungry,0.2,0.2,0.2,0.2,0.2,Neutral
2617,piano affect skills new robert kindergartne,0.2,0.2,0.2,0.2,0.2,Neutral
2618,therepi directly damaged enabling ski,0.2,0.2,0.2,0.2,0.2,Neutral
2619,insurancehealthcare confusing here top need know,0.2,0.2,0.2,0.2,0.2,Neutral
2620,discover fundamental strengthens weaken,0.2,0.2,0.2,0.2,0.2,Neutral
2621,first autonomous receive ok expand,0.2,0.2,0.2,0.2,0.2,Neutral
2622,nearly exoplanet identified,0.2,0.2,0.2,0.2,0.2,Neutral
2623,looks study citys insti,0.2,0.2,0.2,0.2,0.2,Neutral
2624,hacking virtual,0.2,0.2,0.2,0.2,0.2,Neutral
2625,probiotic diagnose prevent,0.2,0.2,0.2,0.2,0.2,Neutral
2626,celebrate mit working build better,0.2,0.2,0.2,0.2,0.2,Neutral
2627,dprinted driverless provide selfassemble floating,0.2,0.2,0.2,0.2,0.2,Neutral
2628,daniel named,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2629,happy,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2630,aguilar tiny communicate academic,0.2,0.2,0.2,0.2,0.2,Neutral
2631,threaded photonic change color signal,0.433750,0.167500,0.177500,0.180000,0.153750,Happiness
2632,priorities ai,0.2,0.2,0.2,0.2,0.2,Neutral
2633,rue laya art award art,0.003350,0.001699,0.001533,0.001836,0.001602,Happiness
2634,discover pancreatic lead weight,0.2,0.2,0.2,0.2,0.2,Neutral
2635,took gupta,0.2,0.2,0.2,0.2,0.2,Neutral
2636,first learn work even better,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2637,mit center international discuss,0.2,0.2,0.2,0.2,0.2,Neutral
2638,lets control robots,0.2,0.2,0.2,0.2,0.2,Neutral
2639,create intestinal harnessed diseases inflammatory,0.2,0.2,0.2,0.2,0.2,Neutral
2640,sterile revolutionize smallest largest,0.2,0.2,0.2,0.2,0.2,Neutral
2641,upgrade helps navigate,0.2,0.2,0.2,0.2,0.2,Neutral
2642,eventually teach making,0.2,0.2,0.2,0.2,0.2,Neutral
2643,even modest help prevent extreme,0.652500,0.365000,0.350000,0.340000,0.325000,Happiness
2644,first step repairing understand,0.2,0.2,0.2,0.2,0.2,Neutral
2645,safeguarding sensitive scientific shows possible protect,0.2,0.2,0.2,0.2,0.2,Neutral
2646,land cloud academic end,0.2,0.2,0.2,0.2,0.2,Neutral
2647,gets interesting,0.003105,0.001387,0.001455,0.001357,0.001270,Happiness
2648,artificial protects frigid,0.630000,0.975000,1.130000,1.020000,0.890000,Fear
2649,linda griffith participate erasing improving patient briefing,1.090000,0.850000,0.910000,1.000000,0.660000,Happiness
2650,ultralowpower carrying genetically engineered detect gastric,0.2,0.2,0.2,0.2,0.2,Neutral
2651,aspire successful startup helps know solve toughest youll,0.033438,0.008906,0.012734,0.009531,0.008594,Happiness
2652,lbgtq supporting campus,0.2,0.2,0.2,0.2,0.2,Neutral
2653,new sponsored setting standard,0.2,0.2,0.2,0.2,0.2,Neutral
2654,dprinted magnetic fold,0.2,0.2,0.2,0.2,0.2,Neutral
2655,recruit help,0.2,0.2,0.2,0.2,0.2,Neutral
2656,new learn identify pluggedin distinguish dangerous electrical,0.039375,0.072500,0.127813,0.074688,0.051250,Fear
2657,noticed videos stand working,0.2,0.2,0.2,0.2,0.2,Neutral
2658,gauging,0.2,0.2,0.2,0.2,0.2,Neutral
2659,happy showing,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2660,new heated high magnetic produce,0.2,0.2,0.2,0.2,0.2,Neutral
2661,have great,0.2,0.2,0.2,0.2,0.2,Neutral
2662,millerlabmit need only let do,0.2,0.2,0.2,0.2,0.2,Neutral
2663,repairing urban natural amp empowerment,0.001582,0.000674,0.000723,0.000688,0.000654,Happiness
2664,fresh scott nill larissa received phds mechanical,0.2,0.2,0.2,0.2,0.2,Neutral
2665,emerita receives prize,0.2,0.2,0.2,0.2,0.2,Neutral
2666,proud,0.003105,0.001514,0.001543,0.001260,0.001230,Happiness
2667,tells doctoral shift,0.000167,0.000107,0.000167,0.000107,0.000086,Happiness
2668,hacking virtual explore technical philosophical,0.2,0.2,0.2,0.2,0.2,Neutral
2669,calling like hear next,0.2,0.2,0.2,0.2,0.2,Neutral
2670,largestever transcontinental celebrating move,0.2,0.2,0.2,0.2,0.2,Neutral
2671,hubweek,0.2,0.2,0.2,0.2,0.2,Neutral
2672,enable continuous reliable detect,0.2,0.2,0.2,0.2,0.2,Neutral
2673,metropolitan warehouse potential new,0.2,0.2,0.2,0.2,0.2,Neutral
2674,offer new eradicate,0.2,0.2,0.2,0.2,0.2,Neutral
2675,mit lightweight crew named crca national,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2676,much indirect cooling offset global warming programled compu,0.2,0.2,0.2,0.2,0.2,Neutral
2677,magnetic dprinted crawl catch,0.2,0.2,0.2,0.2,0.2,Neutral
2678,phd challenge helps improve interact,0.000001,0.000000,0.000000,0.000000,0.000000,Happiness
2679,earned mit degree new,0.2,0.2,0.2,0.2,0.2,Neutral
2680,autonomous albatross,0.2,0.2,0.2,0.2,0.2,Neutral
2681,new urban major interdisciplinary urban,0.2,0.2,0.2,0.2,0.2,Neutral
2682,latest ken schulman mit responded devastating,0.2,0.2,0.2,0.2,0.2,Neutral
2683,asked impulse asking sometimes get ht,0.2,0.2,0.2,0.2,0.2,Neutral
2684,happens tibetan mit alumni new documentary,0.2,0.2,0.2,0.2,0.2,Neutral
2685,novel protects wireless,0.2,0.2,0.2,0.2,0.2,Neutral
2686,wants offgrid worldwide scalable solar,0.2,0.2,0.2,0.2,0.2,Neutral
2687,develops implantable encased live secrete,0.2,0.2,0.2,0.2,0.2,Neutral
2688,open new amp,0.2,0.2,0.2,0.2,0.2,Neutral
2689,couldnt print certain d,0.2,0.2,0.2,0.2,0.2,Neutral
2690,provides networks current available avoiding,0.2,0.2,0.2,0.2,0.2,Neutral
2691,tapped lead new initiative human,0.2,0.2,0.2,0.2,0.2,Neutral
2692,evaporating cooling prototype installed central,0.2,0.2,0.2,0.2,0.2,Neutral
2693,surgical improves prosthetic,0.2,0.2,0.2,0.2,0.2,Neutral
2694,sees many big deep biology physicists,0.2,0.2,0.2,0.2,0.2,Neutral
2695,leaving high,0.2,0.2,0.2,0.2,0.2,Neutral
2696,reifs,0.2,0.2,0.2,0.2,0.2,Neutral
2697,mit grads watch,0.003906,0.002441,0.002773,0.002695,0.002520,Happiness
2698,cambridge,0.2,0.2,0.2,0.2,0.2,Neutral
2699,always hard say goodbye,0.012891,0.017344,0.017266,0.013672,0.010937,Anger
2700,graduate receiving,0.000518,0.000138,0.000265,0.000220,0.000135,Happiness
2701,reifs new hack make,0.2,0.2,0.2,0.2,0.2,Neutral
2702,single united single,0.015000,0.010000,0.009687,0.009922,0.009219,Happiness
2703,united stronger,0.007500,0.005000,0.004844,0.004961,0.004609,Happiness
2704,global i hope are considered sarah,0.001987,0.000537,0.000645,0.000659,0.000537,Happiness
2705,needs human,0.2,0.2,0.2,0.2,0.2,Neutral
2706,best aware different different,0.2,0.2,0.2,0.2,0.2,Neutral
2707,red back campus arriving,0.143125,0.146875,0.121250,0.088125,0.082500,Anger
2708,begun watch live,0.001953,0.001221,0.001387,0.001348,0.001260,Happiness
2709,ensuring receives actual takes many watch entire,0.000977,0.000610,0.000693,0.000674,0.000630,Happiness
2710,cutest ever,0.2,0.2,0.2,0.2,0.2,Neutral
2711,almost begins edt live,0.2,0.2,0.2,0.2,0.2,Neutral
2712,see say hi sharing,0.2,0.2,0.2,0.2,0.2,Neutral
2713,celebrate commencement watch live,0.000488,0.000305,0.000347,0.000337,0.000315,Happiness
2714,know bears,0.2,0.2,0.2,0.2,0.2,Neutral
2715,good welcome beautiful,0.070469,0.019063,0.020469,0.020625,0.018438,Happiness
2716,ngt,0.2,0.2,0.2,0.2,0.2,Neutral
2717,amazing speaking hooding so good back,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2718,looking forward medical killian stop,0.2,0.2,0.2,0.2,0.2,Neutral
2719,doctoral hooding make,0.000084,0.000053,0.000083,0.000054,0.000043,Happiness
2720,celebrates mit live,0.2,0.2,0.2,0.2,0.2,Neutral
2721,wooohoooorrr made concert,0.2,0.2,0.2,0.2,0.2,Neutral
2722,fail even still finding,0.2,0.2,0.2,0.2,0.2,Neutral
2723,ensuring receives actual takes many watch entire,0.000244,0.000153,0.000173,0.000168,0.000157,Happiness
2724,doctoral start momentarily watch live,0.000082,0.000051,0.000064,0.000056,0.000050,Happiness
2725,stirring recording unofficial arranged prizewinning,0.2,0.2,0.2,0.2,0.2,Neutral
2726,ranked top straight also places first,0.2,0.2,0.2,0.2,0.2,Neutral
2727,officially reach open,0.2,0.2,0.2,0.2,0.2,Neutral
2728,play fun break recharge,2.330000,0.520000,0.560000,0.535000,0.515000,Happiness
2729,sounds great,0.2,0.2,0.2,0.2,0.2,Neutral
2730,major pushing,0.2,0.2,0.2,0.2,0.2,Neutral
2731,revolutionizing everyday artificial,0.2,0.2,0.2,0.2,0.2,Neutral
2732,brown second left beyonc,0.2,0.2,0.2,0.2,0.2,Neutral
2733,big welcome new investigate,0.2,0.2,0.2,0.2,0.2,Neutral
2734,icymi extended open,0.2,0.2,0.2,0.2,0.2,Neutral
2735,doctoral listens closely calls rising,0.000021,0.000013,0.000021,0.000013,0.000011,Happiness
2736,moral,0.397500,0.211250,0.181250,0.188750,0.180000,Happiness
2737,many china,0.2,0.2,0.2,0.2,0.2,Neutral
2738,identify common apoe eliminate al,0.2,0.2,0.2,0.2,0.2,Neutral
2739,robots ask,0.2,0.2,0.2,0.2,0.2,Neutral
2740,alumna lee thinks small growing,0.2,0.2,0.2,0.2,0.2,Neutral
2741,is solid,0.2,0.2,0.2,0.2,0.2,Neutral
2742,allows personal huge,0.001597,0.001094,0.001094,0.001099,0.000972,Happiness
2743,senior izzy reflects list wrote firstyear,0.2,0.2,0.2,0.2,0.2,Neutral
2744,new principled helps autonomous underwater explore ocean,0.004043,0.001201,0.002119,0.001299,0.001172,Happiness
2745,great renamed killian r killian mitst,0.2,0.2,0.2,0.2,0.2,Neutral
2746,new dispatching cut,0.017344,0.043906,0.047656,0.039844,0.038594,Fear
2747,named,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2748,only left killian last current,0.2,0.2,0.2,0.2,0.2,Neutral
2749,almost first unobstructed opening soon,0.2,0.2,0.2,0.2,0.2,Neutral
2750,contributing explore technical philosophical artful,0.001675,0.000850,0.000767,0.000918,0.000801,Happiness
2751,lauren stopfer know grad,0.2,0.2,0.2,0.2,0.2,Neutral
2752,responsive public,0.2,0.2,0.2,0.2,0.2,Neutral
2753,new shows solo twice likely succeed,0.2,0.2,0.2,0.2,0.2,Neutral
2754,apoe higher,0.2,0.2,0.2,0.2,0.2,Neutral
2755,dprinted driverless provide selfassemble floating,0.2,0.2,0.2,0.2,0.2,Neutral
2756,links populou,0.2,0.2,0.2,0.2,0.2,Neutral
2757,connect,0.2,0.2,0.2,0.2,0.2,Neutral
2758,simple explaining leads poor indonesia,0.2,0.2,0.2,0.2,0.2,Neutral
2759,continues chicago fueled,0.2,0.2,0.2,0.2,0.2,Neutral
2760,missed made perfume now using,1.630000,0.615000,0.545000,0.605000,0.695000,Happiness
2761,common ensure,0.2,0.2,0.2,0.2,0.2,Neutral
2762,teaching artificial,0.2,0.2,0.2,0.2,0.2,Neutral
2763,ingestible help diagnose disease,0.2,0.2,0.2,0.2,0.2,Neutral
2764,design colorchanging,0.2,0.2,0.2,0.2,0.2,Neutral
2765,pinpoint neural necessary observational,0.2,0.2,0.2,0.2,0.2,Neutral
2766,next data,0.2,0.2,0.2,0.2,0.2,Neutral
2767,comes force labiennale sharing curating,0.2,0.2,0.2,0.2,0.2,Neutral
2768,tiny help fight,0.180000,0.462500,0.386250,0.345000,0.268750,Anger
2769,turning,0.2,0.2,0.2,0.2,0.2,Neutral
2770,senior included launching farreaching,0.2,0.2,0.2,0.2,0.2,Neutral
2771,helping broaden,0.2,0.2,0.2,0.2,0.2,Neutral
2772,honor died serving armed photo,0.228754,0.153751,0.146251,0.136251,0.141251,Happiness
2773,enable easily build,0.2,0.2,0.2,0.2,0.2,Neutral
2774,buffer autonomous reassess,0.2,0.2,0.2,0.2,0.2,Neutral
2775,discover control knots,0.655000,1.020000,0.680000,0.700000,0.580000,Anger
2776,appointed alumnus serve first cio,0.2,0.2,0.2,0.2,0.2,Neutral
2777,tiny help fight,0.090000,0.231250,0.193125,0.172500,0.134375,Anger
2778,ingestible help diagnose disease,0.2,0.2,0.2,0.2,0.2,Neutral
2779,pinpoint neural necessary observational,0.2,0.2,0.2,0.2,0.2,Neutral
2780,refer original c standard let know,0.2,0.2,0.2,0.2,0.2,Neutral
2781,doctoral su tackling problemsimproving,0.000010,0.000007,0.000010,0.000007,0.000005,Happiness
2782,dont miss second softball showdown tune pm norse,0.093750,0.036562,0.035312,0.042188,0.035312,Happiness
2783,name female discover new scienc,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2784,fleet autonomous service reducing,0.2,0.2,0.2,0.2,0.2,Neutral
2785,many taxis,0.960000,0.790000,0.900000,0.650000,0.920000,Happiness
2786,lead,0.2,0.2,0.2,0.2,0.2,Neutral
2787,going emily dahlmitenergy,0.2,0.2,0.2,0.2,0.2,Neutral
2788,ncaadiii doubles mitwtenniss elysa kohrs,0.2,0.2,0.2,0.2,0.2,Neutral
2789,advance says,0.2,0.2,0.2,0.2,0.2,Neutral
2790,making driverless change human,0.2,0.2,0.2,0.2,0.2,Neutral
2791,been wantin know become ye,0.2,0.2,0.2,0.2,0.2,Neutral
2792,well understand english foreign,0.2,0.2,0.2,0.2,0.2,Neutral
2793,changed art global,0.000837,0.000425,0.000383,0.000459,0.000400,Happiness
2794,santiago makes look modern read,0.2,0.2,0.2,0.2,0.2,Neutral
2795,think well able,0.2,0.2,0.2,0.2,0.2,Neutral
2796,seen infinite,0.2,0.2,0.2,0.2,0.2,Neutral
2797,knitting making connected ever computerized live,0.672500,0.460000,0.357500,0.322500,0.355000,Happiness
2798,senior civil environmental making better,0.2,0.2,0.2,0.2,0.2,Neutral
2799,is going oklahoma defeated win super regional,0.295267,0.847582,0.595082,0.802581,0.477571,Anger
2800,proud honored mitems studentrun bls transporting,0.000778,0.000379,0.000386,0.000316,0.000308,Happiness
2801,designed gets speed now hitting,0.195000,0.403750,0.347500,0.316250,0.285000,Anger
2802,launch nasatess revolution amount new planetary,0.2,0.2,0.2,0.2,0.2,Neutral
2803,know audra mcdonald mit read,0.2,0.2,0.2,0.2,0.2,Neutral
2804,new describes splashing,0.2,0.2,0.2,0.2,0.2,Neutral
2805,senior un works encourage global,0.2,0.2,0.2,0.2,0.2,Neutral
2806,cryptographic enable crowdsourced contributing,0.2,0.2,0.2,0.2,0.2,Neutral
2807,donoghue honorary dr susan,0.2,0.2,0.2,0.2,0.2,Neutral
2808,discover pathway protein elicits cellular,0.2,0.2,0.2,0.2,0.2,Neutral
2809,builds nature design new engineer better deliver,1.775000,0.605000,0.710000,0.670000,0.715000,Happiness
2810,want pressing environmental making sure local h,0.2,0.2,0.2,0.2,0.2,Neutral
2811,tega also acts educational,0.2,0.2,0.2,0.2,0.2,Neutral
2812,bright bottom edge early there,0.947500,0.310000,0.285000,0.282500,0.275000,Happiness
2813,autonomous run stretch rural strip natural,0.000791,0.000337,0.000361,0.000344,0.000327,Happiness
2814,basic called,0.2,0.2,0.2,0.2,0.2,Neutral
2815,takes,0.2,0.2,0.2,0.2,0.2,Neutral
